localizacao,genero,data,salario
"**,**,Sweden",Feminino,**/**/****,$4250.40
"**,**,France",Feminino,**/**/****,$1958.82
"**,**,**",Masculino,**/**/1994,$7753.78
"**,**,**",Masculino,**/**/****,$1742.83
"**,**,**",Feminino,**/**/****,$4550.42
"**,**,**",Masculino,**/**/****,$6189.32
"**,**,United States",Feminino,**/**/****,$1112.80
"**,**,**",Masculino,**/**/****,$3372.24
"**,**,France",*,**/**/****,$7689.77
"**,**,France",Feminino,**/**/****,$5772.96
"**,**,**",*,**/**/****,$3028.28
"**,**,Sweden",Masculino,**/**/****,$2282.26
"**,**,**",Masculino,**/**/****,$4879.74
"**,**,**",Masculino,**/**/****,$3427.50
"**,**,Sweden",Feminino,**/**/****,$4733.60
"**,**,**",*,**/**/****,$4348.19
"**,**,**",*,**/**/****,$4902.14
"**,**,Sweden",Feminino,**/**/****,$5238.49
"**,**,Portugal",Feminino,**/**/****,$5848.86
"**,**,**",Feminino,**/**/****,$1422.11
"**,Île-de-France,France",Feminino,**/**/****,$1467.94
"**,**,Portugal",Masculino,**/**/****,$942.32
"**,**,**",Feminino,**/**/****,$6834.47
"**,**,**",Feminino,**/**/****,$3399.67
"**,**,Canada",*,**/**/****,$4067.61
"**,**,France",Masculino,**/**/****,$3770.58
"**,**,**",*,**/**/****,$1823.14
"**,**,**",Feminino,**/**/****,$805.10
"**,**,Portugal",Masculino,**/**/****,$4357.15
"**,Setúbal,Portugal",Masculino,**/**/****,$7159.29
"**,**,Portugal",Masculino,**/**/****,$7800.59
"**,**,**",Masculino,**/**/****,$2942.07
"**,**,**",*,**/**/****,$1735.93
"**,**,**",Feminino,**/**/****,$3248.92
"**,**,United States",Feminino,**/**/****,$5057.48
"**,**,**",Feminino,**/**/****,$5891.93
"**,**,**",Masculino,**/**/****,$1395.82
"**,**,**",*,**/**/****,$6598.41
"**,**,Portugal",Feminino,**/**/****,$1404.57
"**,**,France",Feminino,**/**/****,$6424.69
"**,**,Canada",*,**/**/****,$5871.22
"**,**,Portugal",Feminino,**/**/****,$5191.05
"**,**,**",Masculino,**/**/****,$7779.56
"**,**,**",Feminino,**/**/****,$5396.24
"**,Braga,Portugal",Feminino,**/**/****,$1411.11
"**,**,Portugal",Feminino,**/**/****,$6310.65
"**,**,**",Masculino,**/**/****,$1900.04
"**,**,**",Masculino,**/**/****,$4468.57
"**,**,**",Masculino,**/**/****,$1846.26
"**,**,Sweden",*,**/**/****,$2250.17
"**,**,France",Feminino,**/**/****,$4796.47
"**,Stockholm,Sweden",Feminino,**/**/****,$1609.66
"**,**,Sweden",Feminino,**/**/****,$7553.46
"**,**,**",Masculino,**/**/****,$3585.21
"**,**,Portugal",Feminino,**/**/****,$6520.97
"**,**,**",Masculino,**/**/****,$2608.66
"**,**,**",Masculino,**/**/****,$1405.83
"**,**,**",Feminino,**/**/****,$1812.50
"**,**,United States",Masculino,**/**/****,$1681.00
"**,**,France",Feminino,**/**/****,$1336.07
"**,**,**",Feminino,**/**/****,$6369.60
"**,**,United States",Masculino,**/**/****,$7355.48
"**,**,**",Masculino,**/**/****,$2468.51
"**,**,United States",Masculino,**/**/****,$4260.81
"**,**,**",Feminino,**/**/****,$809.15
"**,**,**",Feminino,**/**/****,$5663.67
"**,**,Portugal",Masculino,**/**/****,$7147.42
"**,**,**",Feminino,**/**/****,$2098.58
"**,**,**",Feminino,**/**/****,$1575.77
"**,**,Canada",Feminino,**/**/****,$3488.65
"**,**,France",Feminino,**/**/****,$5503.12
"**,**,**",Feminino,**/**/****,$6075.15
"**,**,France",Feminino,**/**/****,$5316.35
"**,**,Portugal",Feminino,**/**/****,$2533.07
"**,**,**",Feminino,**/**/****,$6169.95
"**,**,**",Feminino,**/**/****,$4371.91
"**,**,**",*,**/**/****,$3030.74
"**,**,Portugal",Masculino,**/**/****,$5825.82
"**,**,**",Masculino,**/**/****,$5328.86
"**,**,**",Feminino,**/**/****,$2409.34
"**,Setúbal,Portugal",Masculino,**/**/****,$7189.04
"**,Setúbal,Portugal",Masculino,**/**/****,$4803.14
"**,**,**",Masculino,**/**/****,$7900.09
"**,**,**",Feminino,**/**/****,$2174.45
"**,**,**",*,**/**/****,$6606.39
"**,**,United States",Masculino,**/**/****,$3306.51
"**,**,**",*,**/**/****,$4718.05
"**,**,United States",*,**/**/****,$3031.23
"**,**,France",Feminino,**/**/****,$3055.75
"**,**,**",*,**/**/****,$6721.69
"**,**,**",*,**/**/****,$1385.97
"**,**,France",Masculino,**/**/****,$5736.48
"**,**,**",*,**/**/****,$1127.28
"**,**,**",*,**/**/****,$1031.51
"**,**,Portugal",Feminino,**/**/****,$5213.70
"**,**,**",Feminino,**/**/****,$3483.46
"**,**,France",Feminino,**/**/****,$1246.34
"**,**,**",*,**/**/****,$1768.62
"**,**,France",Feminino,**/**/****,$3227.73
"**,**,**",Feminino,**/**/****,$5412.88
"**,**,**",*,**/**/****,$3122.25
"**,**,**",Feminino,**/**/****,$4970.32
"**,Braga,Portugal",Feminino,**/**/****,$7659.54
"**,**,United States",*,**/**/****,$4979.70
"**,**,**",*,**/**/****,$2723.11
"**,**,**",Masculino,**/**/****,$2587.42
"**,Stockholm,Sweden",Feminino,**/**/****,$6525.14
"**,**,**",Feminino,**/**/****,$1073.36
"**,**,**",Masculino,**/**/****,$2280.82
"**,**,France",Masculino,**/**/****,$5778.85
"**,**,**",Feminino,**/**/****,$1483.52
"**,**,**",Feminino,**/**/****,$4210.02
"**,**,**",Feminino,**/**/****,$3303.24
"**,**,**",Masculino,**/**/****,$6296.75
"**,**,**",Feminino,**/**/****,$4762.01
"**,Stockholm,Sweden",Feminino,**/**/****,$2282.24
"**,**,**",Feminino,**/**/****,$6243.42
"**,**,**",Masculino,**/**/1994,$2533.59
"**,**,**",Masculino,**/**/****,$6187.48
"**,**,**",Masculino,**/**/****,$6488.85
"**,**,United States",Masculino,**/**/****,$953.73
"**,**,France",*,**/**/****,$6728.72
"**,**,**",*,**/**/****,$6691.81
"**,**,**",Feminino,**/**/****,$939.87
"**,**,France",Masculino,**/**/****,$6946.23
"**,**,**",*,**/**/****,$1569.15
"**,**,**",Masculino,**/**/****,$6662.13
"**,**,**",Masculino,**/**/****,$1240.82
"**,**,**",Masculino,**/**/****,$5677.74
"**,**,**",Feminino,**/**/****,$4460.26
"**,**,**",Masculino,**/**/****,$2558.15
"**,**,Sweden",Masculino,**/**/****,$1909.73
"**,**,**",Feminino,**/**/****,$4305.72
"**,**,**",Masculino,**/**/****,$3689.16
"**,**,**",*,**/**/****,$3859.70
"**,**,**",Feminino,**/**/****,$1708.14
"**,**,**",Feminino,**/**/****,$2306.02
"**,**,**",Feminino,**/**/****,$1647.59
"**,**,**",Masculino,**/**/****,$1390.00
"**,**,**",Feminino,**/**/****,$7803.39
"**,**,**",Masculino,**/**/****,$1555.57
"**,**,**",Feminino,**/**/****,$3374.55
"**,**,**",Feminino,**/**/****,$5798.07
"**,**,**",Masculino,**/**/****,$4260.82
"**,**,Portugal",*,**/**/****,$3618.49
"**,**,Sweden",Masculino,**/**/****,$5977.38
"**,**,France",Masculino,**/**/****,$3812.30
"**,**,**",*,**/**/****,$3574.50
"**,**,**",Masculino,**/**/****,$6327.46
"**,**,**",Feminino,**/**/****,$2385.96
"**,**,France",Masculino,**/**/****,$2655.12
"**,**,France",*,**/**/****,$5700.29
"**,Braga,Portugal",Feminino,**/**/****,$2880.77
"**,**,**",Feminino,**/**/****,$7548.51
"**,Île-de-France,France",Feminino,**/**/****,$4544.05
"**,**,Sweden",Masculino,**/**/****,$4930.16
"**,**,**",*,**/**/****,$2261.44
"**,**,**",*,**/**/****,$3868.21
"**,**,**",Masculino,**/**/****,$2454.79
"**,**,**",*,**/**/****,$3772.66
"**,**,**",*,**/**/****,$1839.10
"**,**,Sweden",*,**/**/****,$3011.36
"**,**,France",Feminino,**/**/****,$6749.04
"**,**,United States",Masculino,**/**/****,$2212.91
"**,**,United States",Masculino,**/**/****,$7638.46
"**,**,**",Masculino,**/**/****,$5130.58
"**,**,Portugal",Masculino,**/**/****,$5948.45
"**,**,**",Feminino,**/**/****,$7276.96
"**,**,**",Feminino,**/**/****,$2411.36
"**,**,France",Feminino,**/**/****,$2561.84
"**,**,**",*,**/**/****,$2172.78
"**,**,Sweden",Feminino,**/**/****,$3765.74
"**,**,**",Feminino,**/**/****,$5126.92
"**,**,**",*,**/**/****,$5039.13
"**,**,**",Feminino,**/**/****,$2385.94
"**,**,**",Feminino,**/**/****,$6508.41
"**,**,United States",Masculino,**/**/****,$5411.17
"**,**,France",Feminino,**/**/****,$7881.42
"**,**,Portugal",Feminino,**/**/****,$3721.36
"**,**,**",Masculino,**/**/****,$2697.06
"**,**,**",*,**/**/****,$6063.49
"**,**,France",Feminino,**/**/****,$1160.10
"**,**,**",Feminino,**/**/****,$5805.91
"**,**,France",Feminino,**/**/****,$2463.52
"**,**,**",Masculino,**/**/****,$7517.14
"**,**,**",Masculino,**/**/****,$962.88
"**,**,France",Masculino,**/**/****,$4510.14
"**,**,**",*,**/**/****,$7937.78
"**,**,**",Feminino,**/**/****,$4466.02
"**,Braga,Portugal",Feminino,**/**/****,$7482.17
"**,**,**",Masculino,**/**/****,$2617.72
"**,**,Portugal",*,**/**/****,$6056.46
"**,**,**",*,**/**/****,$2789.50
"**,**,Portugal",*,**/**/****,$7313.37
"**,**,**",Masculino,**/**/****,$7516.22
"**,**,**",*,**/**/****,$7491.62
"**,**,**",Masculino,**/**/****,$1175.28
"**,**,**",*,**/**/****,$7125.73
"**,**,France",Feminino,**/**/****,$7474.04
"**,**,**",Feminino,**/**/****,$4117.83
"**,**,**",Feminino,**/**/****,$2471.10
"**,**,**",Masculino,**/**/****,$2263.59
"**,**,**",Masculino,**/**/****,$1318.68
"**,**,**",*,**/**/****,$6043.66
"**,**,**",Feminino,**/**/****,$3108.98
"**,**,**",*,**/**/****,$1887.39
"**,**,Sweden",Feminino,**/**/****,$7475.57
"**,**,**",*,**/**/****,$2692.72
"**,**,**",Masculino,**/**/****,$1994.12
"**,**,**",Feminino,**/**/****,$3814.74
"**,**,**",*,**/**/****,$6261.32
"**,**,**",Masculino,**/**/****,$3209.90
"**,Setúbal,Portugal",Masculino,**/**/****,$7421.85
"**,**,**",Masculino,**/**/****,$3621.99
"**,**,Portugal",*,**/**/****,$3200.25
"**,**,**",Masculino,**/**/****,$4575.88
"**,**,Portugal",*,**/**/****,$5746.59
"**,**,**",*,**/**/****,$2837.82
"**,**,United States",*,**/**/****,$2816.85
"**,**,**",*,**/**/****,$5843.31
"**,**,**",Masculino,**/**/****,$5443.77
"**,**,France",Feminino,**/**/****,$5404.43
"**,**,**",Feminino,**/**/****,$4329.22
"**,**,Sweden",Feminino,**/**/****,$4306.65
"**,**,Portugal",*,**/**/****,$4323.07
"**,**,**",Feminino,**/**/****,$6888.06
"**,**,**",Feminino,**/**/****,$1366.21
"**,**,**",*,**/**/****,$3381.06
"**,**,**",*,**/**/****,$5459.27
"**,**,**",Feminino,**/**/****,$1188.09
"**,**,**",*,**/**/****,$3646.85
"**,**,**",Masculino,**/**/****,$3581.83
"**,**,Portugal",Feminino,**/**/****,$6030.61
"**,**,**",Masculino,**/**/****,$7248.09
"**,**,**",*,**/**/****,$1032.14
"**,Stockholm,Sweden",Feminino,**/**/****,$7701.36
"**,**,**",Masculino,**/**/****,$3027.41
"**,**,**",*,**/**/****,$7794.99
"**,**,**",Feminino,**/**/****,$3591.60
"**,**,France",Feminino,**/**/****,$5447.93
"**,**,**",*,**/**/****,$7552.80
"**,**,Canada",Masculino,**/**/****,$5387.93
"**,**,**",Feminino,**/**/****,$7290.49
"**,**,**",Feminino,**/**/****,$4767.88
"**,**,Portugal",Feminino,**/**/****,$877.91
"**,**,Sweden",Masculino,**/**/****,$3840.66
"**,**,Sweden",Feminino,**/**/****,$4148.82
"**,**,**",*,**/**/****,$4139.57
"**,**,**",Feminino,**/**/****,$5252.25
"**,**,**",Feminino,**/**/****,$7589.64
"**,**,**",*,**/**/****,$5830.80
"**,**,**",Feminino,**/**/****,$4441.41
"**,**,**",*,**/**/****,$3951.59
"**,**,**",*,**/**/****,$6517.73
"**,**,United States",Masculino,**/**/****,$2891.78
"**,**,France",*,**/**/****,$7068.52
"**,**,**",Feminino,**/**/****,$5338.30
"**,**,**",*,**/**/****,$7373.73
"**,**,**",*,**/**/****,$1624.94
"**,**,**",*,**/**/****,$6819.26
"**,**,**",Masculino,**/**/****,$7468.47
"**,**,Sweden",Feminino,**/**/****,$5701.55
"**,**,United States",Masculino,**/**/****,$3036.16
"**,**,**",Masculino,**/**/****,$7314.87
"**,**,**",Feminino,**/**/****,$5471.10
"**,Île-de-France,France",Feminino,**/**/****,$2452.61
"**,**,Portugal",Feminino,**/**/****,$4320.80
"**,**,**",Masculino,**/**/****,$7844.90
"**,**,Canada",Masculino,**/**/****,$5514.96
"**,**,**",Feminino,**/**/****,$1385.71
"**,**,France",Feminino,**/**/****,$2306.32
"**,Braga,Portugal",Feminino,**/**/****,$4550.26
"**,**,**",Feminino,**/**/****,$3246.27
"**,**,**",Feminino,**/**/****,$1999.59
"**,**,Portugal",*,**/**/****,$7091.02
"**,**,**",Feminino,**/**/****,$7606.13
"**,**,Portugal",Feminino,**/**/****,$3725.73
"**,**,France",Masculino,**/**/****,$6939.54
"**,Île-de-France,France",Feminino,**/**/****,$4725.00
"**,**,**",Feminino,**/**/****,$1641.08
"**,**,**",*,**/**/****,$1622.77
"**,**,Portugal",Feminino,**/**/****,$7105.57
"**,**,**",Feminino,**/**/****,$6285.14
"**,**,**",*,**/**/****,$7660.68
"**,**,**",Masculino,**/**/****,$4197.51
"**,**,**",*,**/**/****,$7109.56
"**,**,**",Feminino,**/**/****,$3229.72
"**,**,France",Masculino,**/**/****,$6648.08
"**,**,**",Masculino,**/**/****,$1876.11
"**,**,**",*,**/**/****,$3561.11
"**,**,Portugal",*,**/**/****,$6298.92
"**,**,United States",*,**/**/****,$2065.92
"**,**,**",*,**/**/****,$4472.72
"**,**,**",*,**/**/****,$5074.78
"**,**,**",*,**/**/****,$1403.09
"**,**,Portugal",*,**/**/****,$2566.78
"**,**,France",Feminino,**/**/****,$4680.61
"**,**,**",Masculino,**/**/****,$3775.21
"**,**,**",Masculino,**/**/****,$7646.16
"**,**,**",*,**/**/****,$2587.45
"**,**,**",*,**/**/****,$7402.15
"**,**,Portugal",Feminino,**/**/****,$6296.35
"**,**,**",Feminino,**/**/****,$7039.05
"**,Braga,Portugal",Feminino,**/**/****,$6376.96
"**,**,**",*,**/**/****,$3420.93
"**,**,**",*,**/**/****,$1022.20
"**,**,Portugal",Feminino,**/**/****,$1160.22
"**,**,**",Feminino,**/**/****,$2100.45
"**,**,**",*,**/**/****,$3567.45
"**,**,**",Feminino,**/**/****,$3912.08
"**,**,France",Feminino,**/**/****,$7382.35
"**,**,**",Feminino,**/**/****,$3567.38
"**,**,**",*,**/**/****,$1939.10
"**,**,**",Feminino,**/**/****,$7311.26
"**,**,**",Masculino,**/**/****,$4107.46
"**,**,**",Feminino,**/**/****,$7634.03
"**,**,**",Feminino,**/**/****,$5966.72
"**,**,**",Masculino,**/**/****,$1006.79
"**,**,**",Masculino,**/**/****,$7565.57
"**,**,**",Masculino,**/**/****,$825.82
"**,Île-de-France,France",Feminino,**/**/****,$5198.50
"**,**,United States",*,**/**/****,$3720.58
"**,**,**",*,**/**/****,$4176.07
"**,**,**",*,**/**/****,$2381.31
"**,**,**",Feminino,**/**/****,$5196.14
"**,**,**",Feminino,**/**/****,$3873.74
"**,**,**",Feminino,**/**/****,$5814.99
"**,**,**",*,**/**/****,$2268.22
"**,**,**",Feminino,**/**/****,$7858.32
"**,**,**",*,**/**/****,$7242.59
"**,**,Sweden",Feminino,**/**/****,$1430.78
"**,**,**",Feminino,**/**/****,$7370.54
"**,**,**",*,**/**/****,$3911.57
"**,**,Portugal",*,**/**/****,$7591.61
"**,**,**",*,**/**/****,$5150.96
"**,**,Canada",*,**/**/****,$5372.60
"**,**,**",Feminino,**/**/****,$1668.43
"**,**,Portugal",Masculino,**/**/****,$7070.82
"**,**,Canada",Masculino,**/**/****,$991.46
"**,**,France",Feminino,**/**/****,$2874.62
"**,**,France",Masculino,**/**/****,$3945.26
"**,**,Portugal",Feminino,**/**/****,$6154.03
"**,**,Sweden",Masculino,**/**/****,$7885.38
"**,**,Portugal",Feminino,**/**/****,$6184.82
"**,**,Portugal",Feminino,**/**/****,$7198.71
"**,**,Portugal",Feminino,**/**/****,$6545.90
"**,**,**",Feminino,**/**/****,$6185.72
"**,**,France",*,**/**/****,$1598.58
"**,**,United States",*,**/**/****,$4285.93
"**,**,**",Feminino,**/**/****,$5087.05
"**,**,**",*,**/**/****,$2270.42
"**,**,United States",*,**/**/****,$4901.14
"**,**,United States",*,**/**/****,$1966.51
"**,**,**",*,**/**/****,$7537.16
"**,**,France",*,**/**/****,$6430.52
"**,**,United States",*,**/**/****,$4066.86
"**,**,France",Feminino,**/**/****,$3531.22
"**,**,**",Masculino,**/**/****,$1967.98
"**,**,**",Masculino,**/**/****,$3468.54
"**,**,**",Feminino,**/**/****,$7530.19
"**,**,**",Feminino,**/**/****,$2118.25
"**,**,**",*,**/**/****,$7890.52
"**,**,**",Feminino,**/**/****,$3849.89
"**,**,**",*,**/**/****,$2671.01
"**,**,**",Feminino,**/**/****,$5511.34
"**,**,**",*,**/**/****,$5368.89
"**,**,**",*,**/**/****,$4468.82
"**,**,**",*,**/**/****,$3837.29
"**,**,**",*,**/**/****,$4615.15
"**,**,**",*,**/**/****,$5521.83
"**,**,Portugal",Masculino,**/**/****,$2558.30
"**,**,**",*,**/**/****,$7749.41
"**,**,**",Feminino,**/**/****,$1032.68
"**,**,**",Masculino,**/**/****,$4856.16
"**,**,**",Feminino,**/**/****,$7947.82
"**,**,**",Feminino,**/**/****,$3114.52
"**,Île-de-France,France",Feminino,**/**/****,$5352.76
"**,Île-de-France,France",Feminino,**/**/****,$6294.64
"**,**,**",Feminino,**/**/****,$7155.79
"**,Île-de-France,France",Feminino,**/**/****,$4953.85
"**,**,**",*,**/**/****,$7817.66
"**,**,France",*,**/**/****,$880.79
"**,**,**",Feminino,**/**/****,$7201.06
"**,**,United States",Masculino,**/**/****,$2735.48
"**,**,**",*,**/**/****,$3752.70
"**,**,**",Masculino,**/**/****,$6987.28
"**,**,**",Feminino,**/**/****,$1780.40
"**,**,Portugal",Feminino,**/**/****,$2335.56
"**,**,**",*,**/**/****,$7745.97
"**,**,**",Feminino,**/**/****,$1798.82
"**,**,**",*,**/**/****,$4583.37
"**,**,**",Feminino,**/**/****,$5163.00
"**,**,**",Masculino,**/**/****,$2562.92
"**,**,**",Feminino,**/**/****,$4942.31
"**,**,**",Feminino,**/**/****,$7816.46
"**,**,**",Feminino,**/**/****,$5847.43
"**,**,**",Masculino,**/**/****,$4443.31
"**,**,**",*,**/**/****,$5620.85
"**,**,**",*,**/**/****,$1618.95
"**,**,**",Feminino,**/**/****,$7982.36
"**,**,**",Feminino,**/**/****,$2320.29
"**,**,**",*,**/**/****,$1265.76
"**,**,**",Feminino,**/**/****,$7048.51
"**,**,Portugal",Feminino,**/**/****,$6105.52
"**,**,**",*,**/**/****,$5896.63
"**,**,Sweden",Feminino,**/**/****,$6173.77
"**,**,**",*,**/**/****,$6525.63
"**,**,United States",*,**/**/****,$2460.19
"**,**,**",Feminino,**/**/****,$4630.14
"**,**,**",*,**/**/****,$4630.99
"**,**,**",Masculino,**/**/****,$7680.45
"**,**,**",Feminino,**/**/****,$1919.83
"**,**,**",*,**/**/****,$1655.67
"**,**,**",*,**/**/****,$7202.18
"**,**,Portugal",Masculino,**/**/****,$7831.28
"**,**,Canada",Feminino,**/**/****,$7782.63
"**,**,Portugal",*,**/**/****,$4772.43
"**,**,**",*,**/**/****,$5004.78
"**,**,**",Masculino,**/**/****,$5362.26
"**,**,**",Feminino,**/**/****,$3737.37
